block_id,route_id,trip_headsign,service_id,shape_id,trip_id
b_8131,201,UW/LAURIER,s_merged_998638,20101,553655
b_8132,201,UW/LAURIER,s_merged_998638,20101,553656
b_8133,201,UW/LAURIER,s_merged_998638,20101,553657
b_8134,201,UW/LAURIER,s_merged_998638,20101,553650
b_936,5,Erb West,muwtf_merged_998639,501,546287
b_8132,201,UW/LAURIER,s_merged_998638,20101,553652
b_8133,201,UW/LAURIER,s_merged_998638,20101,553653
b_933,5,Erb West,muwtf_merged_998639,501,546286
b_8134,201,UW/LAURIER,s_merged_998638,20101,553658
b_8131,201,UW/LAURIER,s_merged_998638,20101,553659
b_5681,64,Cambridge Centre,muwtf_merged_998639,6411,548362
b_939,5,Erb West,muwtf_merged_998639,501,546295
b_332,3,Ottawa South to Downtown,a_merged_998635,301,549354
a_739,7,B Fairview Park via Weber,s_merged_998633,713,509596
a_737,7,B Fairview Park via Weber,s_merged_998633,713,509597
a_2232,22,Laurentian West to Highland Hills,muwtf_merged_998634,2202,503803
a_702,7,B Fairview Park via Weber,s_merged_998633,713,509598
a_706,7,B Fairview Park via Weber,s_merged_998633,713,509599
b_331,3,Ottawa South to Downtown,a_merged_998635,301,549355
a_709,7,C Conestoga Mall,a_merged_998630,701,508214
a_705,7,C Conestoga Mall,a_merged_998630,701,508215
a_707,7,C Conestoga Mall,a_merged_998630,701,508216
a_8005,200,iXpress to Conestoga Mall,a_merged_998630,20001,507937
b_1131,6,Downtown,a_merged_998635,601,549276
a_851,8,Fairview via Westmount/East TR,s_merged_998633,813,509349
b_2232,23,Idlewood,a_merged_998635,2301,549729
a_851,8,Fairview via Westmount/East TR,s_merged_998633,813,509348
b_1234,27,Fairview Park,muwtf_merged_998639,2711,545899
a_808,8,University via Courtland/Weber,muwtf_merged_998634,801,502793
a_933,13,Laurelwood to UW,a_merged_998630,1311,507233
a_937,13,Laurelwood,a_merged_998630,1301,507240
a_804,8,University via Courtland/Weber,muwtf_merged_998634,801,502820
b_1232,27,Chicopee,muwtf_merged_998639,2701,545891
b_1236,27,Chicopee,muwtf_merged_998639,2701,545890
b_931,27,Chicopee,muwtf_merged_998639,2701,545893
a_8024,200,iXpress to Conestoga Mall,a_merged_998630,20001,507933
b_1233,27,Fairview Park,muwtf_merged_998639,2711,545895
a_803,8,University via Courtland/Weber,muwtf_merged_998634,801,502791
b_1231,27,Fairview Park,muwtf_merged_998639,2711,545897
b_1232,27,Fairview Park,muwtf_merged_998639,2711,545896
b_1031,17,Heritage Park,a_merged_998635,1700,550093
a_801,8,University via East/Westmount,s_merged_998633,803,509345
b_1033,17,Heritage Park,a_merged_998635,1700,550091
a_232,8,University via Courtland/Weber,muwtf_merged_998634,801,502790
b_2234,18,Guelph Street,a_merged_998635,1800,550097
b_2233,18,Downtown,a_merged_998635,1801,550096
b_1031,17,Heritage Park,a_merged_998635,1700,550095
a_802,8,University via East/Westmount,s_merged_998633,803,509344
b_5204,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547941
a_806,8,University via Courtland/Weber,muwtf_merged_998634,801,502797
b_2232,18,Guelph Street,a_merged_998635,1800,550099
b_2231,18,Guelph Street,a_merged_998635,1800,550098
b_5202,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547945
a_801,8,University via East/Westmount,s_merged_998633,803,509347
b_5201,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547947
a_805,8,Fairview via Weber/Courtland TR,muwtf_merged_998634,811,502824
b_2533,1,Stanley Park via River,muwtf_merged_998639,101,544944
a_5682,56,Dunbar,muwtf_merged_998634,5601,501392
a_935,13,Laurelwood to UW,a_merged_998630,1311,507232
a_802,8,University via East/Westmount,s_merged_998633,803,509346
b_8081,9854,Cambridge Centre Special,muwtf_merged_998639,985403,544940
a_805,8,University via Courtland/Weber,muwtf_merged_998634,801,502795
b_2532,1,Stanley Park via River,muwtf_merged_998639,101,544942
a_5681,56,Dunbar,muwtf_merged_998634,5601,501393
a_8002,200,iXpress to Conestoga Mall,a_merged_998630,20001,507938
a_802,8,University via Courtland/Weber,muwtf_merged_998634,801,502794
b_131,1,Stanley Park via River,muwtf_merged_998639,101,544948
a_708,7,C Conestoga Mall,muwtf_merged_998634,701,501826
a_706,7,D UW via University,a_merged_998630,702,508219
b_712,7,E UW via Columbia,muwtf_merged_998639,706,545194
a_702,7,C Conestoga Mall,muwtf_merged_998634,701,501827
a_801,8,University via East/Westmount,s_merged_998633,803,509343
b_715,7,E UW via Columbia,muwtf_merged_998639,706,545195
b_5201,52,Ainslie Terminal via Cherry Blossom,muwtf_merged_998639,5213,548031
a_381,3,Ottawa South to Downtown,muwtf_merged_998634,301,501820
a_8103,201,Forest Glen Plaza,muwtf_merged_998634,20111,504590
b_331,3,Ottawa South,s_merged_998638,300,552529
b_331,3,Ottawa South to Downtown,s_merged_998638,301,552528
a_382,3,Ottawa South to Downtown,muwtf_merged_998634,301,501821
a_2235,23,Downtown,muwtf_merged_998634,2311,501244
a_2234,23,Downtown,muwtf_merged_998634,2311,501245
a_2236,23,Downtown,muwtf_merged_998634,2311,501246
a_2403,24,Highland,muwtf_merged_998634,2401,501247
a_2234,23,Downtown,muwtf_merged_998634,2311,501240
a_2236,23,Downtown,muwtf_merged_998634,2311,501241
a_2231,23,Downtown,muwtf_merged_998634,2311,501242
a_2232,23,Downtown,muwtf_merged_998634,2311,501243
a_333,3,Ottawa South,muwtf_merged_998634,300,501823
a_2402,24,Highland,muwtf_merged_998634,2401,501248
a_2403,24,Highland,muwtf_merged_998634,2401,501249
a_8131,201,Forest Glen Plaza,s_merged_998633,20111,510349
a_8134,201,Forest Glen Plaza,s_merged_998633,20111,510348
a_8133,201,Forest Glen Plaza,s_merged_998633,20111,510347
a_8132,201,Forest Glen Plaza,s_merged_998633,20111,510346
a_8131,201,Forest Glen Plaza,s_merged_998633,20111,510345
a_8133,201,UW/LAURIER,s_merged_998633,20101,510344
a_8184,201,UW/LAURIER,s_merged_998633,20101,510343
a_8183,201,UW/LAURIER,s_merged_998633,20101,510342
a_8182,201,UW/LAURIER,s_merged_998633,20101,510341
a_8181,201,UW/LAURIER,s_merged_998633,20101,510340
b_5135,71,Melran,muwtf_merged_998639,7101,548499
b_8101,201,UW/LAURIER,a_merged_998635,20101,552240
b_1237,12,To Conestoga Mall,a_merged_998635,1201,551065
a_1081,10,Fairview Park via Becthel,s_merged_998633,1012,509479
a_1081,10,Fairview Park via Becthel,s_merged_998633,1012,509478
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509473
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509472
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509471
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509470
a_1081,10,Fairview Park via Becthel,s_merged_998633,1012,509477
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509476
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509475
a_1031,10,Fairview Park via Becthel,s_merged_998633,1012,509474
a_2235,22,Laurentian West to Forest Glen,a_merged_998630,2211,506599
a_2232,22,Laurentian West to Forest Glen,a_merged_998630,2211,506598
a_2233,22,Laurentian West to Highland Hills,a_merged_998630,2202,506591
a_2235,22,Laurentian West to Highland Hills,a_merged_998630,2202,506590
a_2231,22,Laurentian West to Highland Hills,a_merged_998630,2202,506593
a_2234,22,Laurentian West to Highland Hills,a_merged_998630,2202,506592
a_431,22,Laurentian West to Forest Glen,a_merged_998630,2211,506595
a_132,22,Laurentian West to Highland Hills,a_merged_998630,2202,506594
a_2231,22,Laurentian West to Forest Glen,a_merged_998630,2211,506597
a_2234,22,Laurentian West to Forest Glen,a_merged_998630,2211,506596
a_131,1,Stanley Park via Lorraine,s_merged_998633,102,509234
b_8024,200,iXpress to Conestoga Mall,a_merged_998635,20001,551204
b_8081,200,iXpress to Conestoga Mall,muwtf_merged_998639,20001,548119
b_8008,200,iXpress to Conestoga Mall,muwtf_merged_998639,20001,548118
b_5333,66,Winston,muwtf_merged_998639,6601,548449
b_5332,66,Winston,muwtf_merged_998639,6601,548448
b_5333,66,Winston,muwtf_merged_998639,6601,548445
b_5332,66,Winston,muwtf_merged_998639,6601,548444
b_5331,66,Winston,muwtf_merged_998639,6601,548447
b_5334,66,Winston,muwtf_merged_998639,6601,548446
b_5333,66,Winston,muwtf_merged_998639,6601,548441
b_5332,66,Winston,muwtf_merged_998639,6601,548440
b_5331,66,Winston,muwtf_merged_998639,6601,548443
b_5334,66,Winston,muwtf_merged_998639,6601,548442
a_332,3,Ottawa South to Downtown,a_merged_998630,301,506043
a_331,3,Ottawa South to Downtown,a_merged_998630,301,506042
a_332,3,Ottawa South to Downtown,a_merged_998630,301,506041
a_331,3,Ottawa South to Downtown,a_merged_998630,301,506040
a_2031,3,Ottawa South to Downtown,a_merged_998630,301,506047
a_331,3,Ottawa South to Downtown,a_merged_998630,301,506046
a_332,3,Ottawa South to Downtown,a_merged_998630,301,506045
a_331,3,Ottawa South to Downtown,a_merged_998630,301,506044
a_1131,3,Ottawa South to Downtown,a_merged_998630,301,506049
a_1131,3,Ottawa South to Downtown,a_merged_998630,301,506048
a_131,15,Downtown,a_merged_998630,1511,506739
a_131,15,Downtown,a_merged_998630,1511,506738
b_2233,18,Guelph Street,a_merged_998635,1800,550105
b_5631,60,Northview Acres,s_merged_998638,6000,553018
b_5631,60,Northview Acres,s_merged_998638,6000,553019
b_2232,18,Guelph Street,a_merged_998635,1800,550104
b_5231,59,Christopher via South Cambridge Mall,s_merged_998638,5901,553012
b_5232,59,Christopher via South Cambridge Mall,s_merged_998638,5901,553013
b_5231,59,Christopher via South Cambridge Mall,s_merged_998638,5901,553010
b_5232,59,Christopher via South Cambridge Mall,s_merged_998638,5901,553011
b_5631,60,Northview Acres,s_merged_998638,6000,553016
b_5631,60,Northview Acres,s_merged_998638,6000,553017
b_5631,60,Northview Acres,s_merged_998638,6000,553014
b_5631,60,Northview Acres,s_merged_998638,6000,553015
b_2234,18,Downtown,a_merged_998635,1801,550106
b_2233,18,Guelph Street,a_merged_998635,1800,550101
b_2235,18,Guelph Street,a_merged_998635,1800,550100
a_232,15,Frederick,muwtf_merged_998634,1501,502748
a_231,15,Frederick,muwtf_merged_998634,1501,502749
a_682,18,Guelph Street,muwtf_merged_998634,1800,502298
a_634,18,Guelph Street,muwtf_merged_998634,1800,502299
b_2231,18,Guelph Street,a_merged_998635,1800,550103
b_5136,71,Melran,muwtf_merged_998639,7101,548492
a_132,15,Frederick,muwtf_merged_998634,1501,502740
a_232,18,Guelph Street,muwtf_merged_998634,1800,502293
a_2533,15,Frederick,muwtf_merged_998634,1501,502742
a_2532,15,Frederick,muwtf_merged_998634,1501,502743
a_2534,15,Frederick,muwtf_merged_998634,1501,502744
a_232,15,Frederick,muwtf_merged_998634,1501,502745
a_231,15,Frederick,muwtf_merged_998634,1501,502746
a_233,15,Frederick,muwtf_merged_998634,1501,502747
b_707,7,C Conestoga Mall,a_merged_998635,701,551533
b_705,7,C Conestoga Mall,a_merged_998635,701,551532
b_1232,12,To Conestoga Mall,a_merged_998635,1201,551064
b_5135,71,Melran,muwtf_merged_998639,7101,548493
b_936,13,Laurelwood,a_merged_998635,1301,550559
b_131,15,Frederick,a_merged_998635,1501,550004
b_5132,51,Hespeler Road to Hespeler,a_merged_998635,5101,550267
b_2531,15,Frederick,a_merged_998635,1501,550005
b_702,7,D UW via University,muwtf_merged_998639,708,545219
b_2532,15,Frederick,a_merged_998635,1501,550006
b_935,13,Laurelwood,a_merged_998635,1301,550555
b_1236,10,Fairview Park via Becthel,a_merged_998635,1012,550000
b_132,15,Downtown,a_merged_998635,1511,550001
b_631,6,Bridgeport,a_merged_998635,600_merged_998647,549248
b_1131,6,Bridgeport,a_merged_998635,600_merged_998647,549249
b_2401,24,Highland to Downtown,a_merged_998635,2411,549798
b_2402,24,Highland to Downtown,a_merged_998635,2411,549799
b_707,7,D UW via University,a_merged_998635,702,551539
b_2401,24,Highland to Downtown,a_merged_998635,2411,549792
b_2402,24,Highland to Downtown,a_merged_998635,2411,549793
b_2401,24,Highland to Downtown,a_merged_998635,2411,549790
b_2402,24,Highland to Downtown,a_merged_998635,2411,549791
b_1131,6,Bridgeport,a_merged_998635,600_merged_998647,549244
b_2031,6,Bridgeport,a_merged_998635,600_merged_998647,549245
b_1132,6,Bridgeport,a_merged_998635,600_merged_998647,549246
b_2032,6,Bridgeport,a_merged_998635,600_merged_998647,549247
b_432,4,Glasgow,a_merged_998635,412,551029
b_431,4,Glasgow,a_merged_998635,412,551028
b_5134,71,Tri-City Centre via Franklin,a_merged_998635,7111,551425
b_2901,29,To King at University,muwtf_merged_998639,2902,547378
b_2932,29,To King at University,muwtf_merged_998639,2902,547379
b_431,29,To King/University turnaround,muwtf_merged_998639,2901,547372
b_433,29,To King/University turnaround,muwtf_merged_998639,2901,547373
b_433,29,To The Boardwalk,muwtf_merged_998639,2911,547370
b_432,29,To The Boardwalk,muwtf_merged_998639,2911,547371
b_431,29,To The Boardwalk,muwtf_merged_998639,2911,547374
b_2952,29,To King at University,muwtf_merged_998639,2902,547375
b_133,1,Downtown via River/Becker,a_merged_998635,113,549424
b_2531,1,Downtown via River/Becker,a_merged_998635,113,549425
b_132,1,Downtown via River/Becker,a_merged_998635,113,549426
b_131,1,Downtown via River/Becker,a_merged_998635,113,549427
b_133,1,Downtown via Lorraine,a_merged_998635,112,549420
b_131,1,Downtown via Lorraine,a_merged_998635,112,549421
b_133,1,Downtown via Lorraine,a_merged_998635,112,549422
b_1032,10,Conestoga College,muwtf_merged_998639,1001,546468
b_5134,71,Tri-City Centre via Franklin,a_merged_998635,7111,551424
b_3351,33,Trillium to Forest Glen,muwtf_merged_998639,3313,547007
b_2532,1,Downtown via River/Becker,a_merged_998635,113,549428
a_5532,55,St. Andrews,a_merged_998630,5500,507679
b_1132,20,Victoria Hills to Highland Hills Mall,s_merged_998638,2001,552705
b_5531,55,St. Andrews,a_merged_998635,5500,551021
a_712,7,C Conestoga Mall,a_merged_998630,707,508158
b_5135,71,Tri-City Centre via Franklin,a_merged_998635,7111,551427
b_432,4,Glasgow,a_merged_998635,412,551025
b_431,4,Glasgow,a_merged_998635,412,551024
a_705,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502124
a_752,7,B Fairview Park via Weber,muwtf_merged_998634,711,502125
a_707,7,C Charles St Terminal,muwtf_merged_998634,722,502126
a_705,7,D Charles St Terminal,muwtf_merged_998634,723,502127
a_702,7,A Fairview Park via Connaught,muwtf_merged_998634,716,502120
a_714,7,A Fairview Park via Connaught,muwtf_merged_998634,716,502121
a_703,7,A Fairview Park via Connaught,muwtf_merged_998634,716,502122
a_711,7,B Fairview Park via Weber,muwtf_merged_998634,711,502123
b_2101,21,Elmira,a_merged_998635,2101,550848
b_2102,21,Elmira,a_merged_998635,2101,550849
b_3351,33,Huron to Forest Glen via Trillium,muwtf_merged_998639,3312,547001
a_757,7,E UW via Columbia,muwtf_merged_998634,703,502128
a_703,7,E UW via Columbia,muwtf_merged_998634,703,502129
b_332,16,Forest Glen,muwtf_merged_998639,1611,546442
a_804,8,University via Courtland/Weber,s_merged_998633,801,509271
a_803,8,University via Courtland/Weber,s_merged_998633,801,509270
a_804,8,University via Courtland/Weber,s_merged_998633,801,509273
a_803,8,University via Courtland/Weber,s_merged_998633,801,509272
a_851,8,University via Courtland/Weber,s_merged_998633,801,509275
a_803,8,University via Courtland/Weber,s_merged_998633,801,509274
a_851,8,University via Courtland/Weber,s_merged_998633,801,509277
a_803,8,University via Courtland/Weber,s_merged_998633,801,509276
a_851,8,University via Courtland/Weber,s_merged_998633,801,509279
a_803,8,University via Courtland/Weber,s_merged_998633,801,509278
a_8102,201,Forest Glen Plaza,muwtf_merged_998634,20111,504609
a_8101,201,Forest Glen Plaza,muwtf_merged_998634,20111,504608
a_2101,21,Conestoga Mall,muwtf_merged_998634,2111,503659
a_2101,21,Conestoga Mall,muwtf_merged_998634,2111,503658
a_1133,11,Country Hills,muwtf_merged_998634,1101,502172
b_5332,53,Hespeler Terminal,muwtf_merged_998639,5301,544779
b_5331,53,Hespeler Terminal,muwtf_merged_998639,5301,544778
a_1134,11,Country Hills,muwtf_merged_998634,1101,502171
b_5334,53,Hespeler Terminal,muwtf_merged_998639,5301,544773
b_5333,53,Hespeler Terminal,muwtf_merged_998639,5301,544772
b_5332,53,Hespeler Terminal,muwtf_merged_998639,5301,544771
a_5533,55,St. Andrews,a_merged_998630,5500,507674
b_5334,53,Hespeler Terminal,muwtf_merged_998639,5301,544777
b_5333,53,Hespeler Terminal,muwtf_merged_998639,5301,544776
b_5332,53,Hespeler Terminal,muwtf_merged_998639,5301,544775
b_5331,53,Hespeler Terminal,muwtf_merged_998639,5301,544774
b_131,25,Queen South via Overlea,s_merged_998638,2502,552738
b_132,25,Queen South via Overlea,s_merged_998638,2502,552739
b_5133,71,Melran,a_merged_998635,7101,551421
b_1131,20,Victoria Hills to Downtown,s_merged_998638,2011,552730
b_1181,20,Victoria Hills to Downtown,s_merged_998638,2011,552731
b_1131,20,Victoria Hills to Downtown,s_merged_998638,2011,552732
b_1181,20,Victoria Hills to Downtown,s_merged_998638,2011,552733
b_1131,20,Victoria Hills,s_merged_998638,2003,552734
b_131,25,Queen South to Downtown via Westheights,s_merged_998638,2512,552735
b_131,25,Queen South via Overlea,s_merged_998638,2502,552736
b_132,25,Queen South via Overlea,s_merged_998638,2502,552737
b_5131,71,Melran,a_merged_998635,7101,551420
b_2032,6,Downtown,a_merged_998635,601,549294
b_801,8,University via East/Westmount,muwtf_merged_998639,803,546223
b_806,8,University via Courtland/Weber,muwtf_merged_998639,801,546222
b_803,8,University via Courtland/Weber,muwtf_merged_998639,801,546221
b_806,8,Fairview via Westmount/Franklin TR,muwtf_merged_998639,812,546220
b_884,8,University via Franklin/Westmount,muwtf_merged_998639,802,546227
b_882,8,University via Franklin/Westmount,muwtf_merged_998639,802,546226
b_801,8,Fairview via Weber/Courtland TR,muwtf_merged_998639,811,546225
b_803,8,Fairview via Westmount/East TR,muwtf_merged_998639,813,546224
b_881,8,University via Franklin/Westmount,muwtf_merged_998639,802,546229
b_882,8,University via Franklin/Westmount,muwtf_merged_998639,802,546228
b_2101,21,Conestoga Mall,muwtf_merged_998639,2111,546959
b_2101,21,Conestoga Mall,muwtf_merged_998639,2111,546958
b_5134,71,Tri-City Centre via Franklin,a_merged_998635,7111,551423
a_710,7,B Fairview Park via Weber,a_merged_998630,713,508276
a_702,7,B Fairview Park via Weber,a_merged_998630,713,508277
a_708,7,A Fairview Park via Connaught,a_merged_998630,715,508274
a_707,7,B Fairview Park via Weber,a_merged_998630,713,508275
a_701,7,B Fairview Park via Weber,a_merged_998630,712,508272
a_705,7,A Fairview Park via Connaught,a_merged_998630,715,508273
a_711,7,A Fairview Park via Connaught,a_merged_998630,714,508270
a_707,7,B Fairview Park via Weber,a_merged_998630,711,508271
a_733,7,B Fairview Park via Weber,a_merged_998630,713,508278
a_708,7,B Fairview Park via Weber,a_merged_998630,713,508279
b_5134,71,Tri-City Centre via Franklin,a_merged_998635,7111,551422
b_133,15,Downtown,a_merged_998635,1511,550049
a_733,2,Forest Hill via Southmoor,a_merged_998630,212,507157
b_739,7,C Conestoga Mall,s_merged_998638,707,552849
b_434,29,To King/University turnaround,muwtf_merged_998639,2901,547360
b_331,16,Forest Glen,muwtf_merged_998639,1611,546441
a_5433,62,Woodside,muwtf_merged_998634,6200,505008
a_5432,62,Woodside,muwtf_merged_998634,6200,505009
a_5433,62,Woodside,muwtf_merged_998634,6200,505006
a_5431,62,Woodside,muwtf_merged_998634,6200,505007
a_5432,62,Woodside,muwtf_merged_998634,6200,505004
a_5431,62,Woodside,muwtf_merged_998634,6200,505005
a_5431,62,Woodside,muwtf_merged_998634,6200,505002
a_5433,62,Woodside,muwtf_merged_998634,6200,505003
a_5433,62,Woodside,muwtf_merged_998634,6200,505000
a_5432,62,Woodside,muwtf_merged_998634,6200,505001
b_2151,7,C Charles St Terminal,muwtf_merged_998639,722,545429
b_712,7,B Charles St Terminal,muwtf_merged_998639,731,545420
b_935,7,E UW via Columbia,muwtf_merged_998639,706,545421
b_1332,7,E UW via Columbia,muwtf_merged_998639,706,545422
b_8105,7,E UW via Columbia,muwtf_merged_998639,706,545423
b_2231,2,Forest Hill,a_merged_998635,213,550462
b_2234,2,Forest Hill,a_merged_998635,211,550463
b_5632,64,Cambridge Centre,a_merged_998635,6411,550460
b_5632,64,Cambridge Centre,a_merged_998635,6411,550461
b_2231,2,Forest Hill,a_merged_998635,211,550466
b_733,2,Forest Hill,a_merged_998635,211,550467
b_2232,2,Forest Hill,a_merged_998635,211,550464
b_2233,2,Forest Hill,a_merged_998635,211,550465
b_2232,2,Forest Hill via Southmoor,a_merged_998635,212,550468
b_2233,2,Forest Hill via Southmoor,a_merged_998635,212,550469
a_5133,51,Hespeler Road to Hespeler,a_merged_998630,5101,506928
a_5132,51,Hespeler Road to Hespeler,a_merged_998630,5101,506929
b_701,7,E UW via Columbia,a_merged_998635,706,551509
a_5135,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506920
a_5136,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506921
a_5134,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506922
a_5135,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506923
a_5131,51,Hespeler Road to Hespeler,a_merged_998630,5101,506924
a_5133,51,Hespeler Road to Hespeler,a_merged_998630,5101,506925
a_5132,51,Hespeler Road to Hespeler,a_merged_998630,5101,506926
a_5131,51,Hespeler Road to Hespeler,a_merged_998630,5101,506927
b_805,8,Fairview via Weber/Courtland TR,a_merged_998635,811,549478
b_1132,11,Downtown,a_merged_998635,1111,549617
b_712,7,E UW via Columbia,a_merged_998635,706,551506
b_2952,29,To The Boardwalk,muwtf_merged_998639,2911,547324
a_5136,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502561
b_432,29,To The Boardwalk,muwtf_merged_998639,2911,547320
b_701,7,E UW via Columbia,a_merged_998635,706,551507
b_2951,29,To The Boardwalk,muwtf_merged_998639,2911,547322
b_5134,51,Hespeler Road to Hespeler,a_merged_998635,5101,550286
b_5135,51,Hespeler Road to Hespeler,a_merged_998635,5101,550287
b_5135,51,Hespeler Road to Hespeler,a_merged_998635,5101,550284
b_5136,51,Hespeler Road to Hespeler,a_merged_998635,5101,550285
b_5136,51,Hespeler Road to Hespeler,a_merged_998635,5101,550282
b_6102,61,Conestoga College,muwtf_merged_998639,6100,547778
a_131,1,Stanley Park via River,muwtf_merged_998634,101,501659
a_131,1,Stanley Park via River,muwtf_merged_998634,101,501658
a_131,1,Stanley Park via River,muwtf_merged_998634,101,501657
a_2582,1,Stanley Park via River,muwtf_merged_998634,101,501656
a_2534,1,Stanley Park via River,muwtf_merged_998634,101,501655
a_2533,1,Stanley Park via River,muwtf_merged_998634,101,501654
a_132,1,Stanley Park via River,muwtf_merged_998634,101,501653
a_2532,1,Stanley Park via River,muwtf_merged_998634,101,501652
a_2533,1,Downtown via River,muwtf_merged_998634,111,501651
a_8081,9854,Cambridge Centre Special,muwtf_merged_998634,985403,501650
b_5135,51,Hespeler Road to Ainslie Terminal,muwtf_merged_998639,5111,545783
b_2236,22,Laurentian West to Forest Glen,muwtf_merged_998639,2211,547141
b_2281,22,Laurentian West to Forest Glen,muwtf_merged_998639,2211,547140
b_2234,22,Laurentian West to Forest Glen,muwtf_merged_998639,2211,547143
b_432,22,Laurentian West to Forest Glen,muwtf_merged_998639,2211,547142
b_2232,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547145
b_6102,61,Conestoga College,muwtf_merged_998639,6100,547770
b_2234,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547147
b_2235,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547146
b_2236,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547149
b_2233,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547148
b_6101,61,Conestoga College,muwtf_merged_998639,6100,547771
a_9919,9919,7B to Eastwood,muwtf_merged_998634,991903,503758
a_733,9,Lakeshore to UW,s_merged_998633,901,509802
a_738,9,Lakeshore to UW,s_merged_998633,901,509803
a_739,9,Lakeshore to UW,s_merged_998633,901,509800
a_738,9,Lakeshore to UW,s_merged_998633,901,509801
a_1232,9,Lakeshore to Conestoga Mall,s_merged_998633,911,509806
a_731,9,Lakeshore to Conestoga Mall,s_merged_998633,911,509807
a_733,9,Lakeshore to UW,s_merged_998633,901,509804
a_731,9,Lakeshore to Conestoga Mall,s_merged_998633,911,509805
a_739,9,Lakeshore to Conestoga Mall,s_merged_998633,911,509808
a_738,9,Lakeshore to Conestoga Mall,s_merged_998633,911,509809
a_702,7,D UW via University,a_merged_998630,702,508217
b_2233,22,Laurentian West to Forest Glen,a_merged_998635,2211,549917
b_5131,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545800
b_8103,201,Forest Glen Plaza,a_merged_998635,20111,552288
b_8103,201,Forest Glen Plaza,a_merged_998635,20111,552289
b_5132,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545801
b_8101,201,Forest Glen Plaza,a_merged_998635,20111,552280
b_8102,201,Forest Glen Plaza,a_merged_998635,20111,552281
b_8101,201,Forest Glen Plaza,a_merged_998635,20111,552282
b_8103,201,Forest Glen Plaza,a_merged_998635,20111,552283
b_8102,201,Forest Glen Plaza,a_merged_998635,20111,552284
b_8101,201,Forest Glen Plaza,a_merged_998635,20111,552285
b_8102,201,Forest Glen Plaza,a_merged_998635,20111,552286
b_8101,201,Forest Glen Plaza,a_merged_998635,20111,552287
a_708,7,B Fairview Park via Weber,muwtf_merged_998634,713,502014
a_1134,20,Victoria Hills to Downtown,muwtf_merged_998634,2011,502359
a_634,20,Victoria Hills to Downtown,muwtf_merged_998634,2011,502358
a_634,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502353
a_1133,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502352
a_634,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502351
a_1133,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502350
a_631,20,Victoria Hills to Downtown,muwtf_merged_998634,2011,502357
a_1133,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502356
a_634,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502355
a_1133,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998634,2001,502354
b_936,13,Laurelwood to UW,muwtf_merged_998639,1311,546766
b_1334,13,Laurelwood to UW,muwtf_merged_998639,1311,546767
b_935,13,Laurelwood to UW,muwtf_merged_998639,1311,546764
b_1333,13,Laurelwood to UW,muwtf_merged_998639,1311,546765
b_1333,13,Laurelwood to UW,muwtf_merged_998639,1311,546762
b_1331,13,Laurelwood to UW,muwtf_merged_998639,1311,546763
b_932,13,Laurelwood to UW,muwtf_merged_998639,1311,546760
b_1332,13,Laurelwood to UW,muwtf_merged_998639,1311,546761
b_1332,13,Laurelwood to UW,muwtf_merged_998639,1311,546768
b_939,13,Laurelwood to UW,muwtf_merged_998639,1311,546769
b_709,7,B Fairview Park via Weber,muwtf_merged_998639,713,545301
b_5133,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545809
b_707,7,B Fairview Park via Weber,muwtf_merged_998639,713,545300
b_133,15,Downtown,a_merged_998635,1511,550044
a_701,7,D UW via University,a_merged_998630,702,508220
b_706,7,A Fairview Park via Connaught,muwtf_merged_998639,715,545303
b_705,7,A Fairview Park via Connaught,muwtf_merged_998639,716,545302
b_759,7,C Conestoga Mall,muwtf_merged_998639,707,545228
