trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
544563,15:07:00,15:07:00,3357,10,,,,
544563,15:08:00,15:08:00,3358,11,,,,
544563,15:08:00,15:08:00,3198,12,,,,
544563,15:09:00,15:09:00,3199,13,,,,
544563,15:10:00,15:10:00,3567,14,,,,
544563,15:10:00,15:10:00,3200,15,,,,
544563,15:11:00,15:11:00,3892,16,,,,
544563,15:12:00,15:12:00,2976,17,,,,
544563,15:15:00,15:15:00,2976,18,,,,
544563,15:16:00,15:16:00,3306,19,,,,
544563,15:17:00,15:17:00,3307,20,,,,
544563,15:17:00,15:17:00,3359,21,,,,
544563,15:18:00,15:18:00,3360,22,,,,
544563,15:20:00,15:20:00,3361,23,,,,
544563,15:21:00,15:21:00,3362,24,,,,
544563,15:22:00,15:22:00,3363,25,,,,
544560,13:30:00,13:30:00,2557,1,,,,
544560,13:31:00,13:31:00,3068,2,,,,
544560,13:32:00,13:32:00,2754,3,,,,
544560,13:32:00,13:32:00,3069,4,,,,
544560,13:33:00,13:33:00,2755,5,,,,
544560,13:34:00,13:34:00,2756,6,,,,
544560,13:34:00,13:34:00,2757,7,,,,
544560,13:35:00,13:35:00,2758,8,,,,
544560,13:36:00,13:36:00,3356,9,,,,
544560,13:37:00,13:37:00,3357,10,,,,
544560,13:37:00,13:37:00,3358,11,,,,
544560,13:38:00,13:38:00,3198,12,,,,
544560,13:39:00,13:39:00,3199,13,,,,
544560,13:39:00,13:39:00,3567,14,,,,
544560,13:40:00,13:40:00,3200,15,,,,
544560,13:40:00,13:40:00,3892,16,,,,
544560,13:41:00,13:41:00,2976,17,,,,
544560,13:45:00,13:45:00,2976,18,,,,
544560,13:46:00,13:46:00,3306,19,,,,
544560,13:47:00,13:47:00,3307,20,,,,
544560,13:47:00,13:47:00,3359,21,,,,
544560,13:48:00,13:48:00,3360,22,,,,
544560,13:50:00,13:50:00,3361,23,,,,
544560,13:51:00,13:51:00,3362,24,,,,
544560,13:52:00,13:52:00,3363,25,,,,
544561,14:00:00,14:00:00,2557,1,,,,
544561,14:01:00,14:01:00,3068,2,,,,
544561,14:02:00,14:02:00,2754,3,,,,
544561,14:02:00,14:02:00,3069,4,,,,
544561,14:03:00,14:03:00,2755,5,,,,
544561,14:04:00,14:04:00,2756,6,,,,
544561,14:04:00,14:04:00,2757,7,,,,
544561,14:05:00,14:05:00,2758,8,,,,
544561,14:06:00,14:06:00,3356,9,,,,
544561,14:07:00,14:07:00,3357,10,,,,
544561,14:08:00,14:08:00,3358,11,,,,
544561,14:08:00,14:08:00,3198,12,,,,
544561,14:09:00,14:09:00,3199,13,,,,
544561,14:10:00,14:10:00,3567,14,,,,
544561,14:10:00,14:10:00,3200,15,,,,
544561,14:11:00,14:11:00,3892,16,,,,
544561,14:12:00,14:12:00,2976,17,,,,
544561,14:15:00,14:15:00,2976,18,,,,
544561,14:16:00,14:16:00,3306,19,,,,
544561,14:17:00,14:17:00,3307,20,,,,
544561,14:17:00,14:17:00,3359,21,,,,
544561,14:18:00,14:18:00,3360,22,,,,
544561,14:20:00,14:20:00,3361,23,,,,
544561,14:21:00,14:21:00,3362,24,,,,
544561,14:22:00,14:22:00,3363,25,,,,
503355,15:15:00,15:15:00,2515,1,,,,
503355,15:17:00,15:17:00,2516,2,,,,
503355,15:17:00,15:17:00,2517,3,,,,
503355,15:19:00,15:19:00,2518,4,,,,
503355,15:20:00,15:20:00,2519,5,,,,
503355,15:21:00,15:21:00,2520,6,,,,
503355,15:22:00,15:22:00,2521,7,,,,
503355,15:23:00,15:23:00,2522,8,,,,
503355,15:23:00,15:23:00,2523,9,,,,
503355,15:25:00,15:25:00,2524,10,,,,
503355,15:25:00,15:25:00,2525,11,,,,
503355,15:26:00,15:26:00,2526,12,,,,
503355,15:27:00,15:27:00,3773,13,,,,
503355,15:28:00,15:28:00,3747,14,,,,
503355,15:28:00,15:28:00,3622,15,,,,
503355,15:29:00,15:29:00,3748,16,,,,
503355,15:30:00,15:30:00,2817,17,,,,
503355,15:31:00,15:31:00,3677,18,,,,
503355,15:32:00,15:32:00,2819,19,,,,
503355,15:32:00,15:32:00,3749,20,,,,
503355,15:34:00,15:34:00,2033,21,,,,
503355,15:34:00,15:34:00,2034,22,,,,
503355,15:35:00,15:35:00,2035,23,,,,
503355,15:35:00,15:35:00,3751,24,,,,
503355,15:36:00,15:36:00,3750,25,,,,
503355,15:36:00,15:36:00,2086,26,,,,
503355,15:37:00,15:37:00,2087,27,,,,
503355,15:37:00,15:37:00,3752,28,,,,
503355,15:38:00,15:38:00,3753,29,,,,
503355,15:39:00,15:39:00,3842,30,,,,
503355,15:40:00,15:40:00,3754,31,,,,
503355,15:40:00,15:40:00,3755,32,,,,
503355,15:41:00,15:41:00,3756,33,,,,
503355,15:42:00,15:42:00,3757,34,,,,
503355,15:42:00,15:42:00,3758,35,,,,
503355,15:43:00,15:43:00,3759,36,,,,
503355,15:44:00,15:44:00,2067,37,,,,
503355,15:45:00,15:45:00,1204,38,,,,
503355,15:46:00,15:46:00,3393,39,,,,
503355,15:47:00,15:47:00,3799,40,,,,
549802,13:52:00,13:52:00,3363,1,,,,
549802,13:52:00,13:52:00,3364,2,,,,
549802,13:53:00,13:53:00,3365,3,,,,
549802,13:54:00,13:54:00,3366,4,,,,
549802,13:55:00,13:55:00,3367,5,,,,
549802,13:55:00,13:55:00,3368,6,,,,
549802,13:55:00,13:55:00,3369,7,,,,
549802,13:56:00,13:56:00,3370,8,,,,
549802,13:56:00,13:56:00,3371,9,,,,
549802,13:57:00,13:57:00,3372,10,,,,
549802,13:57:00,13:57:00,3373,11,,,,
549802,13:58:00,13:58:00,3374,12,,,,
549802,13:58:00,13:58:00,3375,13,,,,
549802,13:59:00,13:59:00,3376,14,,,,
549802,14:00:00,14:00:00,3377,15,,,,
549802,14:00:00,14:00:00,3378,16,,,,
549802,14:01:00,14:01:00,3379,17,,,,
549802,14:02:00,14:02:00,3380,18,,,,
549802,14:03:00,14:03:00,3381,19,,,,
549802,14:04:00,14:04:00,3382,20,,,,
549802,14:04:00,14:04:00,3383,21,,,,
549802,14:05:00,14:05:00,3343,22,,,,
549802,14:06:00,14:06:00,2980,23,,,,
549802,14:10:00,14:10:00,2980,24,,,,
549802,14:11:00,14:11:00,3173,25,,,,
549802,14:12:00,14:12:00,3174,26,,,,
549802,14:13:00,14:13:00,3175,27,,,,
549802,14:13:00,14:13:00,3176,28,,,,
549802,14:14:00,14:14:00,3389,29,,,,
549802,14:15:00,14:15:00,3390,30,,,,
549802,14:16:00,14:16:00,3391,31,,,,
549802,14:16:00,14:16:00,2700,32,,,,
549802,14:17:00,14:17:00,2701,33,,,,
549802,14:17:00,14:17:00,2702,34,,,,
549802,14:18:00,14:18:00,2703,35,,,,
549802,14:19:00,14:19:00,2704,36,,,,
549802,14:20:00,14:20:00,2705,37,,,,
549802,14:20:00,14:20:00,2706,38,,,,
549802,14:21:00,14:21:00,2707,39,,,,
549802,14:22:00,14:22:00,2557,40,,,,
549803,14:22:00,14:22:00,3363,1,,,,
549803,14:22:00,14:22:00,3364,2,,,,
549803,14:23:00,14:23:00,3365,3,,,,
549803,14:24:00,14:24:00,3366,4,,,,
549803,14:25:00,14:25:00,3367,5,,,,
549803,14:25:00,14:25:00,3368,6,,,,
549803,14:25:00,14:25:00,3369,7,,,,
549803,14:26:00,14:26:00,3370,8,,,,
549803,14:26:00,14:26:00,3371,9,,,,
549803,14:27:00,14:27:00,3372,10,,,,
549803,14:27:00,14:27:00,3373,11,,,,
549803,14:28:00,14:28:00,3374,12,,,,
549803,14:28:00,14:28:00,3375,13,,,,
549803,14:29:00,14:29:00,3376,14,,,,
549803,14:30:00,14:30:00,3377,15,,,,
549803,14:30:00,14:30:00,3378,16,,,,
549803,14:31:00,14:31:00,3379,17,,,,
549803,14:32:00,14:32:00,3380,18,,,,
549803,14:33:00,14:33:00,3381,19,,,,
549803,14:34:00,14:34:00,3382,20,,,,
549803,14:34:00,14:34:00,3383,21,,,,
549803,14:35:00,14:35:00,3343,22,,,,
549803,14:36:00,14:36:00,2980,23,,,,
549803,14:40:00,14:40:00,2980,24,,,,
549803,14:41:00,14:41:00,3173,25,,,,
549803,14:42:00,14:42:00,3174,26,,,,
549803,14:43:00,14:43:00,3175,27,,,,
549803,14:43:00,14:43:00,3176,28,,,,
549803,14:44:00,14:44:00,3389,29,,,,
549803,14:45:00,14:45:00,3390,30,,,,
549803,14:46:00,14:46:00,3391,31,,,,
549803,14:46:00,14:46:00,2700,32,,,,
549803,14:47:00,14:47:00,2701,33,,,,
549803,14:47:00,14:47:00,2702,34,,,,
549803,14:48:00,14:48:00,2703,35,,,,
549803,14:49:00,14:49:00,2704,36,,,,
549803,14:50:00,14:50:00,2705,37,,,,
549803,14:50:00,14:50:00,2706,38,,,,
549803,14:51:00,14:51:00,2707,39,,,,
549803,14:52:00,14:52:00,2557,40,,,,
501118,14:45:00,14:45:00,2547,1,,,,
501118,14:47:00,14:47:00,1891,2,,,,
501118,14:47:00,14:47:00,1892,3,,,,
501118,14:48:00,14:48:00,1893,4,,,,
501118,14:49:00,14:49:00,1894,5,,,,
501118,14:49:00,14:49:00,1895,6,,,,
501118,14:50:00,14:50:00,2409,7,,,,
501118,14:50:00,14:50:00,2410,8,,,,
501118,14:51:00,14:51:00,2411,9,,,,
501118,14:51:00,14:51:00,2412,10,,,,
501118,14:52:00,14:52:00,2413,11,,,,
501118,14:53:00,14:53:00,2414,12,,,,
501118,14:54:00,14:54:00,2415,13,,,,
501118,14:55:00,14:55:00,2416,14,,,,
501118,14:56:00,14:56:00,2417,15,,,,
501118,14:57:00,14:57:00,2418,16,,,,
501118,14:57:00,14:57:00,2419,17,,,,
501118,14:57:00,14:57:00,2420,18,,,,
501118,14:58:00,14:58:00,2421,19,,,,
501118,14:58:00,14:58:00,2422,20,,,,
501118,14:58:00,14:58:00,3657,21,,,,
501118,14:59:00,14:59:00,2423,22,,,,
501118,15:00:00,15:00:00,2020,23,,,,
501118,15:00:00,15:00:00,2021,24,,,,
501118,15:01:00,15:01:00,2424,25,,,,
501118,15:02:00,15:02:00,2425,26,,,,
501118,15:02:00,15:02:00,2426,27,,,,
501118,15:03:00,15:03:00,2427,28,,,,
501118,15:04:00,15:04:00,2428,29,,,,
501118,15:05:00,15:05:00,2429,30,,,,
501118,15:05:00,15:05:00,2430,31,,,,
501118,15:06:00,15:06:00,2431,32,,,,
501118,15:06:00,15:06:00,2432,33,,,,
501118,15:07:00,15:07:00,2433,34,,,,
501118,15:08:00,15:08:00,2434,35,,,,
501119,15:15:00,15:15:00,2547,1,,,,
501119,15:17:00,15:17:00,1891,2,,,,
501119,15:17:00,15:17:00,1892,3,,,,
501119,15:18:00,15:18:00,1893,4,,,,
501119,15:19:00,15:19:00,1894,5,,,,
501119,15:19:00,15:19:00,1895,6,,,,
501119,15:20:00,15:20:00,2409,7,,,,
501119,15:20:00,15:20:00,2410,8,,,,
501119,15:21:00,15:21:00,2411,9,,,,
501119,15:21:00,15:21:00,2412,10,,,,
501119,15:22:00,15:22:00,2413,11,,,,
501119,15:23:00,15:23:00,2414,12,,,,
